2283953673;3654700995519627;Thu Dec 12 15:08:02 +0800 2013;CA1623@非常准  我在:http://t.cn/8kiZQ14;45.76659;126.652435;黑龙江省哈尔滨市南岗区东大直街175
2212313407;3654667604986869;Thu Dec 12 12:55:19 +0800 2013;#1212扫码分钱#用淘宝手机客户端来扫码可以分到钱，能不能分到500万今晚见分晓！别看了，赶紧用淘宝客户端来扫吧。 http://t.cn/8kJFosK 我在:http://t.cn/8kItDvJ;45.748059;126.655557;黑龙江省哈尔滨市南岗区中山路238号1113室
3935762000;3654667202271445;Thu Dec 12 12:53:44 +0800 2013;wul@、 谁来伺候爷爷 我在:http://t.cn/8kJFJHB;45.756737;126.653679;黑龙江省哈尔滨市南岗区果戈里大街295
1842989145;3654666535531972;Thu Dec 12 12:51:04 +0800 2013;#1212扫码分钱#用淘宝手机客户端来扫码可以分到钱，能不能分到500万今晚见分晓！别看了，赶紧用淘宝客户端来扫吧。 http://t.cn/8kJFqen 我在:http://t.cn/8kJFqgM;45.75591;126.632316;黑龙江省哈尔滨市南岗区松花江街59
2930188513;3654666518838194;Thu Dec 12 12:51:00 +0800 2013;老公  我想你了  特别想。。。我们会见面的对不对？！你也想见我的对不对？！[泪][泪][泪] 我在:http://t.cn/8kf9Ec4;45.761091;126.626509;黑龙江省哈尔滨市南岗区
2672872585;3654666447782875;Thu Dec 12 12:50:44 +0800 2013;那不勒斯站着死，AC米兰跪着活我在这里:#黑龙江省,哈尔滨市,南岗区,龙江街# 我在:http://t.cn/zHefAiA;45.763233;126.658172;黑龙江省哈尔滨市南岗区
1790834645;3654666485276936;Thu Dec 12 12:50:53 +0800 2013;特别鸣谢其实什么都不用学的小刘同学天天陪我来图书馆苦逼复习 我在:http://t.cn/8k584NX;45.763619;126.671053;黑龙江省哈尔滨市南岗区马端街109
1639397343;3654665734188150;Thu Dec 12 12:47:54 +0800 2013;#1212扫码分钱#用淘宝手机客户端来扫码可以分到钱，能不能分到500万今晚见分晓！别看了，赶紧用淘宝客户端来扫吧。 http://t.cn/8kJFZVI 我在#凤凰大酒店# http://t.cn/zHF09yy;45.7623;126.66293;黑龙江省哈尔滨市南岗区大成街118
2199522727;3654665331866656;Thu Dec 12 12:46:18 +0800 2013;我在哈尔滨，  http://t.cn/8kJFvA6 (免费下载http://t.cn/zj9vjC3 );45.771474;126.665051;黑龙江省哈尔滨市南岗区花园街36号
1660575035;3654665499263873;Thu Dec 12 12:46:58 +0800 2013;@龙江美食 @辣游记重庆九宫格火锅 好吃 我在:http://t.cn/8kJFh5I;45.762514;126.649709;黑龙江省哈尔滨市南岗区
3247517425;3654665126559565;Thu Dec 12 12:45:29 +0800 2013;Frame every so-called disaster with these words: "In five years, will this matter?" 我在这里:http://t.cn/8kxvRQj;45.759441;126.638014;黑龙江省哈尔滨市南岗区民益街120
2473437101;3654664836447317;Thu Dec 12 12:44:20 +0800 2013;记得那是一个夏天。我们好像在哪见过。你优秀的让我不敢和你说话。我记得你却忘了。 我在:http://t.cn/zHecDPx;45.763244;126.658195;黑龙江省哈尔滨市南岗区
2343614083;3654664790680722;Thu Dec 12 12:44:09 +0800 2013;一群女人～一锅粥！ 我在:http://t.cn/8kJkr84;45.76189;126.672775;黑龙江省哈尔滨市南岗区
1827337583;3654664207451896;Thu Dec 12 12:41:50 +0800 2013;怎么能这样，实在不能理解 我在:http://t.cn/8kV2p6i;45.764065;126.648502;黑龙江省哈尔滨市南岗区龙江街60
3381620494;3654664023487118;Thu Dec 12 12:41:05 +0800 2013;#1212扫码分钱#用淘宝手机客户端来扫码可以分到钱，能不能分到500万今晚见分晓！别看了，赶紧用淘宝客户端来扫吧。 http://t.cn/8kJkQq1 我在:http://t.cn/8kJkQG3;45.770223;126.636993;黑龙江省哈尔滨市道外区南极街173
1849072780;3654663859263083;Thu Dec 12 12:40:27 +0800 2013;中山路上遇到纳智捷新车 我在:http://t.cn/8kJkYmE;45.7431;126.651661;黑龙江省哈尔滨市南岗区文景街99
2310486745;3654663771299319;Thu Dec 12 12:40:06 +0800 2013;#1212扫码分钱#用淘宝手机客户端来扫码可以分到钱，能不能分到500万今晚见分晓！别看了，赶紧用淘宝客户端来扫吧。 http://t.cn/8kJkjW1 我在:http://t.cn/z8CGZYx;45.755651;126.636036;黑龙江省哈尔滨市南岗区
2901008711;3654663977087288;Thu Dec 12 12:40:54 +0800 2013;#1212扫码分钱#用淘宝手机客户端来扫码可以分到钱，能不能分到500万今晚见分晓！别看了，赶紧用淘宝客户端来扫吧。 http://t.cn/8kJkHOu 我在:http://t.cn/8kJkH0s;45.772451;126.64514;黑龙江省哈尔滨市道外区
1658069757;3654663654569970;Thu Dec 12 12:39:38 +0800 2013;我安装了锤子科技（Smartisan）出品的锤子时钟。锤子科技自己认为这可能是史上最漂亮的计时类应用^_^。该应用包含世界时钟、闹钟、秒表和计时器，可在各大应用市场搜索 “锤子时钟” 下载。note3 完美应用，很潇洒的跟我的小伙伴们显摆了一下！@罗永浩 我在:http://t.cn/8kJklvg;45.751053;126.658975;黑龙江省哈尔滨市南岗区士课街36-6
3830348809;3654662769155522;Thu Dec 12 12:36:06 +0800 2013;@龙江美食 @辣游记重庆九宫格火锅 好吃 我在:http://t.cn/8kV9IfR;45.762019;126.64888;黑龙江省哈尔滨市南岗区
2036604791;3654662513502521;Thu Dec 12 12:35:05 +0800 2013;感冒感冒急性喉炎。。还是来点滴了、来医院就是麻烦、折腾了一上午刚点上、不过能快点好就行！！[爱心传递][许愿][许愿] 我在这里:http://t.cn/z8GcOBZ;45.7426;126.63769;黑龙江省哈尔滨市南岗区文君街55号
2808432283;3654662504865707;Thu Dec 12 12:35:05 +0800 2013;正品专柜高端货！小香又出新款啦！抓绒卫衣套装！话不多说，系列版都抢疯了！300元，喜欢的童鞋私信我呦！[爱你][围观] 我在:http://t.cn/8kJkMno;45.769132;126.637598;黑龙江省哈尔滨市道外区南极街173
3472007382;3654662219482507;Thu Dec 12 12:33:55 +0800 2013;我怎么还控制不住自己的脾气，是我自己没做好，让员工抓到把柄了 我在:http://t.cn/8kJkt3b;45.749974;126.656494;黑龙江省哈尔滨市南岗区
2514415863;3654661812575109;Thu Dec 12 12:32:19 +0800 2013;肥肉 恼人的肥[怒][怒]肉 我在:http://t.cn/8kJkUkr;45.767651;126.659935;黑龙江省哈尔滨市南岗区
2584463367;3654661543944423;Thu Dec 12 12:31:15 +0800 2013;@留几手 求虐  我在:http://t.cn/8kJk2Wp;45.759026;126.653526;黑龙江省哈尔滨市南岗区马家街78
1989076741;3654661288049043;Thu Dec 12 12:30:15 +0800 2013;打开手机巧遇红包土豪！我一路摇手机跟着捡钱！1212手机淘宝，4000万红包，让我们一起摇摆! http://t.cn/8kJkZG0 我在:http://t.cn/8kJkZGZ;45.761443;126.650419;黑龙江省哈尔滨市南岗区龙江街38号
1197644440;3654661133575501;Thu Dec 12 12:29:35 +0800 2013;#1212万万没想到#这是我的2013年淘宝画像，赚的不多，花了不少，吃的不多，胖了不少。 http://t.cn/8kJk7Zd 我在:http://t.cn/8kJk7Z0;45.743622;126.656378;黑龙江省哈尔滨市南岗区
2669640143;3654661129138103;Thu Dec 12 12:29:36 +0800 2013;想你了，哈尼！！！！！！[委屈]可是你需要休息，啊啊啊啊啊……怎么办那！不能给你打电话，不能吵你[悲伤] 我在:http://t.cn/8kJk7ZX;45.759899;126.636497;黑龙江省哈尔滨市南岗区建筑街8号
1578594235;3654660772491810;Thu Dec 12 12:28:11 +0800 2013;新书到了。。。哟 我在:http://t.cn/8kJDFQ9;45.747623;126.631134;黑龙江省哈尔滨市南岗区松花江街139
1887407974;3654660802423518;Thu Dec 12 12:28:18 +0800 2013;就那么点破假。改来改去闲的吧 我在:http://t.cn/8kJDsZ3;45.760899;126.665771;黑龙江省哈尔滨市南岗区宣德街114
3831102446;3654660592420178;Thu Dec 12 12:27:26 +0800 2013;1212摇身变土豪不是梦 http://t.cn/8kJ1EYt 我在:http://t.cn/8kJDD6B;45.753112;126.648068;黑龙江省哈尔滨市南岗区红军街4号
3054348805;3654660663254889;Thu Dec 12 12:27:45 +0800 2013;拜拜了 我在:http://t.cn/8kJDkIz;45.75893;126.634506;黑龙江省哈尔滨市南岗区春申街28号
1032366172;3654660541599311;Thu Dec 12 12:27:16 +0800 2013;#1212扫码分钱#用淘宝手机客户端来扫码可以分到钱，能不能分到500万今晚见分晓！别看了，赶紧用淘宝客户端来扫吧。 http://t.cn/8kJDenQ 我在:http://t.cn/8kJDenx;45.74468;126.645327;黑龙江省哈尔滨市南岗区
1980804287;3654659832639040;Thu Dec 12 12:24:27 +0800 2013;Humility is not thinking less of yourself but thinking of yourself less. 谦卑不是把自己看低一些, 而是少想到自己一点。 #每日一句# 我在:http://t.cn/8kJDnLA;45.764434;126.647567;黑龙江省哈尔滨市南岗区
3935672957;3654658490465227;Thu Dec 12 12:19:07 +0800 2013;分享图片 我在:http://t.cn/8kJDi8Z;45.759914;126.662338;黑龙江省哈尔滨市南岗区建新街附59-5
3935672957;3654658624708465;Thu Dec 12 12:19:40 +0800 2013;分享图片 我在:http://t.cn/8kJDi8Z;45.759914;126.662338;黑龙江省哈尔滨市南岗区建新街附59-5
3935672957;3654658692029087;Thu Dec 12 12:19:55 +0800 2013;分享图片 我在:http://t.cn/8kJDi8Z;45.759914;126.662338;黑龙江省哈尔滨市南岗区建新街附59-5
1835380561;3654658553593424;Thu Dec 12 12:19:22 +0800 2013;双12活动 ！！全网最低！ 为避免物流拥挤双12活动提前开始      550全场  （除篮球鞋，限量款ugg）任选 ！！！！    诚招代理微信123610766。 我在:http://t.cn/8kJDK5b;45.760448;126.632669;黑龙江省哈尔滨市南岗区
3935672957;3654658414952677;Thu Dec 12 12:18:49 +0800 2013;分享图片 我在:http://t.cn/8kJDi8Z;45.759914;126.662338;黑龙江省哈尔滨市南岗区建新街附59-5
3935672957;3654658289305841;Thu Dec 12 12:18:19 +0800 2013;分享图片 我在:http://t.cn/8kJDi8Z;45.759914;126.662338;黑龙江省哈尔滨市南岗区建新街附59-5
